ID,Name,PackageManager,Platform,Description,HomepageURL,SourceCodeURL,Maintainer,License,Author
167,cppunit,Conan,C/C++,CppUnit is the C++ port of the famous JUnit framework for unit testing. Test output is in XML for automatic testing and GUI based for supervised tests.,https://github.com/conan-io/conan-center-index,,," LGPL-2.1-or-later",
168,cpputest,Conan,C/C++,CppUTest is a C /C++ based unit xUnit test framework for unit testing and for test-driving your code.It is written in C++ but is used in C and C++ projects and frequentlyused in embedded systems but it works for any C/C++ project.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
169,cppzmq,Conan,C/C++,C++ binding for 0MQ,https://github.com/conan-io/conan-center-index,,,MIT,
170,cpr,Conan,C/C++,"C++ Requests: Curl for People, a spiritual port of Python Requests",https://github.com/conan-io/conan-center-index,,,MIT,
171,cpu_features,Conan,C/C++,A cross platform C99 library to get cpu features at runtime.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
172,cpuinfo,Conan,C/C++,cpuinfo is a library to detect essential for performance optimization information about host CPU.,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
173,cqrlib,Conan,C/C++,CQRlib is an ANSI C implementation of a utility library for quaternion arithmetic and quaternion rotation math.,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-only,
174,crashpad,Conan,C/C++,Crashpad is a crash-reporting system.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
175,crc32c,Conan,C/C++,CRC32C implementation with support for CPU-specific acceleration instructions,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
176,crc_cpp,Conan,C/C++,A header only constexpr / compile time small-table based CRC library for C++17 and newer,https://github.com/conan-io/conan-center-index,,,MIT,
177,crow,Conan,C/C++,Crow is C++ microframework for web. (inspired by Python Flask),https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
178,crowcpp-crow,Conan,C/C++,Crow is a C++ microframework for running web services.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
179,crunch,Conan,C/C++,Advanced DXTc texture compression and transcoding library,https://github.com/conan-io/conan-center-index,,,Zlib,
180,cryptopp,Conan,C/C++,Crypto++ Library is a free C++ class library of cryptographic schemes.,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
181,cs_libguarded,Conan,C/C++,The libGuarded library is a standalone header-only library for multithreaded programming.,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
182,cspice,Conan,C/C++,NASA C SPICE library,https://github.com/conan-io/conan-center-index,,,TSPA,
183,ctre,Conan,C/C++,Compile Time Regular Expression for C++17/20,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
184,cubicinterpolation,Conan,C/C++,Leightweight interpolation library based on boost and eigen.,https://github.com/conan-io/conan-center-index,,,MIT,
185,cunit,Conan,C/C++,A Unit Testing Framework for C,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
186,cute_headers,Conan,C/C++,Various single-file cross-platform C/C++ headers implementing self-contained libraries.,https://github.com/conan-io/conan-center-index,,,Unlicense,
187,cwalk,Conan,C/C++,"Path library for C/C++. Cross-Platform for Windows, MacOS and Linux. Supports UNIX and Windows path styles on those platforms.",https://github.com/conan-io/conan-center-index,,,MIT,
188,cxxopts,Conan,C/C++,"Lightweight C++ option parser library, supporting the standard GNU style syntax for options.",https://github.com/conan-io/conan-center-index,,,MIT,
189,cyrus-sasl,Conan,C/C++,This is the Cyrus SASL API implementation. It can be used on the client or server side to provide authentication and authorization services.,https://github.com/conan-io/conan-center-index,,,BSD-4-Clause,
190,czmq,Conan,C/C++,ZeroMQ is a community of projects focused on decentralized messaging and computing,https://github.com/conan-io/conan-center-index,,,MPL-2.0,
191,darknet,Conan,C/C++,Darknet is a neural network frameworks written in C,https://github.com/conan-io/conan-center-index,,,YOLO,
192,dataframe,Conan,C/C++,"C++ DataFrame for statistical, Financial, and ML analysis -- in modern C++ using native types, continuous memory storage, and no pointers are involved",https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
193,date,Conan,C/C++,A date and time library based on the C++11/14/17 <chrono> header,https://github.com/conan-io/conan-center-index,,,MIT,
194,dav1d,Conan,C/C++,"dav1d is a new AV1 cross-platform decoder, open-source, and focused on speed, size and correctness.",https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
198,dbg-macro,Conan,C/C++,A dbg(...) macro for C++,https://github.com/conan-io/conan-center-index,,,MIT,
199,dbus,Conan,C/C++,D-Bus is a simple system for interprocess communication and coordination.,https://github.com/conan-io/conan-center-index,,,AFL-2.1,
200,dcmtk,Conan,C/C++,DCMTK is a collection of libraries and applications implementing large parts the DICOM standard,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
201,dd-opentracing-cpp,Conan,C/C++,Monitoring service for cloud-scale applications based on OpenTracing ,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
202,debug_assert,Conan,C/C++,"Simple, flexible and modular assertion macro",https://github.com/conan-io/conan-center-index,,,Zlib,
203,decimal_for_cpp,Conan,C/C++,"Decimal data type support, for COBOL-like fixed-point operations on currency values.",https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
204,depot_tools,Conan,C/C++,Tools for working with Chromium development.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
205,di,Conan,C/C++,DI: C++14 Dependency Injection Library.,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
211,discount,Conan,C/C++,DISCOUNT is a implementation of John Gruber & Aaron Swartz's Markdown markup language.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
212,djinni-generator,Conan,C/C++,Djinni is a tool for generating cross-language type declarations and interface bindings.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
213,djinni-support-lib,Conan,C/C++,Djinni is a tool for generating cross-language type declarations and interface bindings,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
214,dlib,Conan,C/C++,A toolkit for making real world machine learning and data analysis applications,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
215,dlpack,Conan,C/C++,RFC for common in-memory tensor structure and operator interface for deep learning system,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
216,docopt.cpp,Conan,C/C++,C++11 port of docopt,https://github.com/conan-io/conan-center-index,,,MIT,
217,doctest,Conan,C/C++,C++11/14/17/20 single header testing framework,https://github.com/conan-io/conan-center-index,,,MIT,
218,double-conversion,Conan,C/C++,Efficient binary-decimal and decimal-binary conversion routines for IEEE doubles.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
219,doxygen,Conan,C/C++,"A documentation system for C++, C, Java, IDL and PHP --- Note: Dot is disabled in this package",https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
220,draco,Conan,C/C++,Draco is a library for compressing and decompressing 3D geometric meshes and point clouds. It is intended to improve the storage and transmission of 3D graphics.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
221,dtl,Conan,C/C++,diff template library written by C++,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
222,duktape,Conan,C/C++,"Duktape is an embeddable Javascript engine, with a focus on portability and compact footprint.",https://github.com/conan-io/conan-center-index,,,MIT,
223,eabase,Conan,C/C++,EABase is a small set of header files that define platform-independent data types and platform feature macros. ,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
224,earcut,Conan,C/C++,"A C++ port of earcut.js, a fast, header-only polygon triangulation library.",https://github.com/conan-io/conan-center-index,,,ISC,
225,eastl,Conan,C/C++,EASTL stands for Electronic Arts Standard Template Library. It is an extensive and robust implementation that has an emphasis on high performance.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
226,easy_profiler,Conan,C/C++,Lightweight profiler library for c++,https://github.com/conan-io/conan-center-index,,,MIT,
227,easyexif,Conan,C/C++,"Tiny ISO-compliant C++ EXIF parsing library, third-party dependency free.",https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
228,easyhttpcpp,Conan,C/C++,A cross-platform HTTP client library with a focus on usability and speed,https://github.com/conan-io/conan-center-index,,,MIT,
229,easyloggingpp,Conan,C/C++,Single header C++ logging library.,https://github.com/conan-io/conan-center-index,,,The MIT License (MIT),
230,easylzma,Conan,C/C++,"An easy to use, tiny, public domain, C wrapper library around                     Igor Pavlov's work that can be used to compress and extract lzma files",https://github.com/conan-io/conan-center-index,,,Unlicense,
231,ecos,Conan,C/C++,ECOS is a numerical software for solving convex second-order cone programs (SOCPs).,https://github.com/conan-io/conan-center-index,,,GPL-3.0-or-later,
232,editline,Conan,C/C++,Autotool- and libtoolized port of the NetBSD Editline library (libedit).,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
233,edlib,Conan,C/C++,"Lightweight, super fast C/C++ (& Python) library for sequence alignment using edit (Levenshtein) distance.",https://github.com/conan-io/conan-center-index,,,MIT,
234,effcee,Conan,C/C++,"Effcee is a C++ library for stateful pattern matching of strings, inspired by LLVM's FileCheck",https://github.com/conan-io/conan-center-index,,,Apache-2.0,
235,effolkronium-random,Conan,C/C++,Random for modern C++ with convenient API.,https://github.com/conan-io/conan-center-index,,,MIT,
236,egl,Conan,C/C++,cross-platform virtual conan package for the EGL support,https://github.com/conan-io/conan-center-index,,,MIT,
237,eigen,Conan,C/C++,"Eigen is a C++ template library for linear algebra: matrices, vectors,                    numerical solvers, and related algorithms.",https://github.com/conan-io/conan-center-index,,,MPL-2.0,
238,elfio,Conan,C/C++,A header-only C++ library that provides a simple interface for reading and generating files in ELF binary format.,https://github.com/conan-io/conan-center-index,,,MIT,
239,elfutils,Conan,C/C++,"A dwarf, dwfl and dwelf functions to read DWARF, find separate debuginfo, symbols and inspect process state.",https://github.com/conan-io/conan-center-index,,,GPL-1.0-or-later,
240,embree3,Conan,C/C++,Intel's collection of high-performance ray tracing kernels.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
241,emsdk,Conan,C/C++,Emscripten SDK. Emscripten is an Open Source LLVM to JavaScript compiler,https://github.com/conan-io/conan-center-index,,,MIT,
242,enet,Conan,C/C++,ENet reliable UDP networking library,https://github.com/conan-io/conan-center-index,,,MIT,
243,enkits,Conan,C/C++,A permissively licensed C and C++ Task Scheduler for creating parallel programs.,https://github.com/conan-io/conan-center-index,,,Zlib,
244,entityx,Conan,C/C++,"EntityX is an EC system that uses C++11 features to provide type-safe component management, event delivery, etc.",https://github.com/conan-io/conan-center-index,,,MIT,
245,entt,Conan,C/C++,Gaming meets modern C++ - a fast and reliable entity-component system (ECS) and much more,https://github.com/conan-io/conan-center-index,,,MIT,
246,enum-flags,Conan,C/C++,Bit flags for C++11 scoped enums,https://github.com/conan-io/conan-center-index,,,MIT,
247,erikzenker-hsm,Conan,C/C++,"The hana state machine (hsm) is a finite state machine library based on the boost hana meta programming library. It follows the principles of the boost msm and boost sml libraries, but tries to reduce own complex meta programming code to a minimum.",https://github.com/conan-io/conan-center-index,,,MIT,
248,erkir,Conan,C/C++,a C++ library for geodetic and trigonometric calculations,https://github.com/conan-io/conan-center-index,,,MIT,
249,etc2comp,Conan,C/C++,Open source c++ skeletal animation library and toolset.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
251,exiv2,Conan,C/C++,"Exiv2 is a C++ library and a command-line utility to read, write, delete and modify Exif, IPTC, XMP and ICC image metadata.",https://github.com/conan-io/conan-center-index,,,GPL-2.0,
252,expat,Conan,C/C++,Fast streaming XML parser written in C.,https://github.com/conan-io/conan-center-index,,,MIT,
253,expected-lite,Conan,C/C++,expected lite - Expected objects in C++11 and later in a single-file header-only library,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
254,extra-cmake-modules,Conan,C/C++,KDE's CMake modules,https://github.com/conan-io/conan-center-index,,,MIT,
255,ezc3d,Conan,C/C++,"EZC3D is an easy to use reader, modifier and writer for C3D format files.",https://github.com/conan-io/conan-center-index,,,MIT,
256,faac,Conan,C/C++,Freeware Advanced Audio Coder,https://github.com/conan-io/conan-center-index,,,LGPL-2.0-only,
257,fakeit,Conan,C/C++,"C++ mocking made easy. A simple yet very expressive, headers only library for c++ mocking.",https://github.com/conan-io/conan-center-index,,,MIT,
258,farmhash,Conan,C/C++,A family of hash functions,https://github.com/conan-io/conan-center-index,,,MIT,
259,fast-cdr,Conan,C/C++,eProsima FastCDR library for serialization,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
260,fast-cpp-csv-parser,Conan,C/C++,C++11 header-only library for reading comma separated value (CSV) files.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
261,fast-dds,Conan,C/C++,The most complete OSS DDS implementation for embedded systems.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
262,fast_float,Conan,C/C++,Fast and exact implementation of the C++ from_chars functions for float and double types.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
263,fcl,Conan,C/C++,C++11 library for performing three types of proximity queries on a pair of geometric models composed of triangles.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
264,fernandovelcic-hexdump,Conan,C/C++,A header-only hexdump library.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
265,fff,Conan,C/C++,A testing micro framework for creating function test doubles,https://github.com/conan-io/conan-center-index,,,MIT,
266,ffmpeg,Conan,C/C++,"A complete, cross-platform solution to record, convert and stream audio and video",https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
267,fft,Conan,C/C++,"This is a package to calculate Discrete Fourier/Cosine/Sine Transforms of 2,3-dimensional sequences of length 2^N.",https://github.com/conan-io/conan-center-index,,,LicenseRef-LICENSE,
268,fftw,Conan,C/C++,C subroutine library for computing the Discrete Fourier Transform (DFT) in one or more dimensions,https://github.com/conan-io/conan-center-index,,,GPL-2.0,
269,fire-hpp,Conan,C/C++,Fire for C++: Create fully functional CLIs using function signatures,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
270,flac,Conan,C/C++,Free Lossless Audio Codec,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
271,flann,Conan,C/C++,Fast Library for Approximate Nearest Neighbors,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
272,flatbuffers,Conan,C/C++,Memory Efficient Serialization Library,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
273,flatc,Conan,C/C++,Memory Efficient Serialization Library,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
274,flatcc,Conan,C/C++,"C language binding for Flatbuffers, an efficient cross platform serialization library",https://github.com/conan-io/conan-center-index,,,Apache-2.0,
275,flecs,Conan,C/C++,A fast entity component system (ECS) for C & C++,https://github.com/conan-io/conan-center-index,,,MIT,
276,flex,Conan,C/C++,"Flex, the fast lexical analyzer generator",https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
277,flint,Conan,C/C++,FLINT (Fast Library for Number Theory),https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
278,fmt,Conan,C/C++,A safe and fast alternative to printf and IOStreams.,https://github.com/conan-io/conan-center-index,,,MIT,
279,folly,Conan,C/C++,An open-source C++ components library developed and used at Facebook,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
280,fontconfig,Conan,C/C++,Fontconfig is a library for configuring and customizing font access,https://github.com/conan-io/conan-center-index,,,MIT,
281,foonathan-memory,Conan,C/C++,STL compatible C++ memory allocator library,https://github.com/conan-io/conan-center-index,,,Zlib,
282,foxi,Conan,C/C++,ONNXIFI with Facebook Extension.,https://github.com/conan-io/conan-center-index,,,MIT,
283,fp16,Conan,C/C++,Conversion to/from half-precision floating point formats.,https://github.com/conan-io/conan-center-index,,,MIT,
284,freeglut,Conan,C/C++,Open-source alternative to the OpenGL Utility Toolkit (GLUT) library,https://github.com/conan-io/conan-center-index,,,X11,
285,freetype,Conan,C/C++,FreeType is a freely available software library to render fonts.,https://github.com/conan-io/conan-center-index,,,FTL,
286,freexl,Conan,C/C++,FreeXL is an open source library to extract valid data from within an Excel (.xls) spreadsheet.,https://github.com/conan-io/conan-center-index,,,MPL-1.0,
287,fribidi,Conan,C/C++,The Free Implementation of the Unicode Bidirectional Algorithm,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
288,frozen,Conan,C/C++,"A header-only, constexpr alternative to gperf for C++14 users.",https://github.com/conan-io/conan-center-index,,,Apache-2.0,
289,frugally-deep,Conan,C/C++,Use Keras models in C++ with ease.,https://github.com/conan-io/conan-center-index,,,MIT,
290,fruit,Conan,C/C++,C++ dependency injection framework,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
291,ftjam,Conan,C/C++,Jam (ftjam) is a small open-source build tool that can be used as a replacement for Make.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
292,function2,Conan,C/C++,"Improved and configurable drop-in replacement to std::function that supports move only types, multiple overloads and more",https://github.com/conan-io/conan-center-index,,,BSL-1.0,
293,functionalplus,Conan,C/C++,Functional Programming Library for C++.,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
294,functions-framework-cpp,Conan,C/C++,An open source FaaS (Functions as a Service) framework,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
295,fxdiv,Conan,C/C++,C99/C++ header-only library for division via fixed-point multiplication by inverse.,https://github.com/conan-io/conan-center-index,,,MIT,
296,g3log,Conan,C/C++,"G3log is an asynchronous, ""crash safe"", logger that is easy to use with default logging sinks or you can add your own.",https://github.com/conan-io/conan-center-index,,,The Unlicense,
297,gainput,Conan,C/C++,"Cross-platform C++ input library supporting gamepads, keyboard, mouse, touch.",https://github.com/conan-io/conan-center-index,,,MIT,
299,gcem,Conan,C/C++,A C++ compile-time math library using generalized constant expressions.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
300,gdal,Conan,C/C++,GDAL is an open source X/MIT licensed translator library for raster and vector geospatial data formats.,https://github.com/conan-io/conan-center-index,,,MIT,
301,gdbm,Conan,C/C++,gdbm is a library of database functions that uses extensible hashing and work similar to the standard UNIX dbm. These routines are provided to a programmer needing to create and manipulate a hashed database.,https://github.com/conan-io/conan-center-index,,,GPL-3.0,
302,gdcm,Conan,C/C++,C++ library for DICOM medical files,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
303,gdk-pixbuf,Conan,C/C++,toolkit for image loading and pixel buffer manipulation,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
304,gemmlowp,Conan,C/C++,Low-precision matrix multiplication,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
305,genie,Conan,C/C++,Project generator tool,https://github.com/conan-io/conan-center-index,,,BSD-3-clause,
306,geographiclib,Conan,C/C++,Convert geographic units and solve geodesic problems,https://github.com/conan-io/conan-center-index,,,MIT,
307,geos,Conan,C/C++,C++11 library for performing operations on two-dimensional vector geometries,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
309,getdns,Conan,C/C++,A modern asynchronous DNS API,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
311,gettext,Conan,C/C++,An internationalization and localization system for multilingual programs,https://github.com/conan-io/conan-center-index,,,GPL-3.0-or-later,
312,gf-complete,Conan,C/C++,A library for Galois Field arithmetic,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
313,gflags,Conan,C/C++,The gflags package contains a C++ library that implements commandline flags processing,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
314,gfortran,Conan,C/C++,The Fortran compiler front end and run-time libraries for GCC,https://github.com/conan-io/conan-center-index,,,GPL-3.0-or-later,
315,ghc-filesystem,Conan,C/C++,A header-only single-file std::filesystem compatible helper library,https://github.com/conan-io/conan-center-index,,,MIT,
316,giflib,Conan,C/C++,A library and utilities for reading and writing GIF images.,https://github.com/conan-io/conan-center-index,,,MIT,
317,ginkgo,Conan,C/C++,"High-performance linear algebra library for manycore systems, with a focus on sparse solution of linear systems.",https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
318,glad,Conan,C/C++,Multi-Language GL/GLES/EGL/GLX/WGL Loader-Generator based on the official specs.,https://github.com/conan-io/conan-center-index,,,MIT,
319,glbinding,Conan,C/C++,"A C++ binding for the OpenGL API, generated using the gl.xml specification.",https://github.com/conan-io/conan-center-index,,,MIT,
320,glew,Conan,C/C++,The GLEW library,https://github.com/conan-io/conan-center-index,,,MIT,
322,glfw,Conan,C/C++,"GLFW is a free, Open Source, multi-platform library for OpenGL, OpenGL ES and Vulkanapplication development. It provides a simple, platform-independent API for creatingwindows, contexts and surfaces, reading input, handling events, etc.",https://github.com/conan-io/conan-center-index,,,Zlib,
323,glib,Conan,C/C++,GLib provides the core application building blocks for libraries and applications written in C,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
324,glm,Conan,C/C++,OpenGL Mathematics (GLM),https://github.com/conan-io/conan-center-index,,,MIT,
325,glog,Conan,C/C++,Google logging library,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
326,glslang,Conan,C/C++,"Khronos-reference front end for GLSL/ESSL, partial front end for HLSL, and a SPIR-V generator.",https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
327,glu,Conan,C/C++,cross-platform virtual conan package for the GLU support,https://github.com/conan-io/conan-center-index,,,SGI-B-2.0,
328,gm2calc,Conan,C/C++,C++ library to calculate the anomalous magnetic moment of the muon in the MSSM,https://github.com/conan-io/conan-center-index,,,GPL-3.0,
329,gmp,Conan,C/C++,"GMP is a free library for arbitrary precision arithmetic, operating on signed integers, rational numbers, and floating-point numbers.",https://github.com/conan-io/conan-center-index,,,LGPL-3.0,
330,gn,Conan,C/C++,GN is a meta-build system that generates build files for Ninja.,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
331,gnu-config,Conan,C/C++,The GNU config.guess and config.sub scripts,https://github.com/conan-io/conan-center-index,,,GPL-3.0-or-later,
332,gnulib,Conan,C/C++,"Gnulib is a central location for common GNU code, intended to be shared among GNU packages.",https://github.com/conan-io/conan-center-index,,,GPL-3.0-or-later,
333,gobject-introspection,Conan,C/C++,GObject introspection is a middleware layer between C libraries (using GObject) and language bindings,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
334,godot-cpp,Conan,C/C++,C++ bindings for the Godot script API,https://github.com/conan-io/conan-center-index,,,MIT,
335,godot_headers,Conan,C/C++,Godot Native interface headers,https://github.com/conan-io/conan-center-index,,,MIT,
336,google-cloud-cpp,Conan,C/C++,C++ Client Libraries for Google Cloud Services,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
337,gperf,Conan,C/C++,GNU gperf is a perfect hash function generator,https://github.com/conan-io/conan-center-index,,,GPL-3.0-or-later,
338,graphene,Conan,C/C++,A thin layer of graphic data types.,https://github.com/conan-io/conan-center-index,,,MIT,
339,graphthewy,Conan,C/C++,Simple header-only C++ Library for graph modelling (directed or not) and graph cycle detection. ,https://github.com/conan-io/conan-center-index,,,EUPL-1.2,
340,greatest,Conan,C/C++,"A C testing library in 1 file. No dependencies, no dynamic allocation.",https://github.com/conan-io/conan-center-index,,,ISC,
341,grpc,Conan,C/C++,Google's RPC (remote procedure call) library and framework.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
342,gsl,Conan,C/C++,GNU Scientific Library,https://github.com/conan-io/conan-center-index,,,GPL-3.0-or-later,
343,gsl-lite,Conan,C/C++,"A single-file header-only version of ISO C++ Guideline Support Library (GSL) for C++98, C++11 and later",https://github.com/conan-io/conan-center-index,,,MIT,
345,gst-plugins-base,Conan,C/C++,"GStreamer is a development framework for creating applications like media players, video editors, streaming media broadcasters and so on",https://github.com/conan-io/conan-center-index,,,GPL-2.0-only,
346,gstreamer,Conan,C/C++,"GStreamer is a development framework for creating applications like media players, video editors, streaming media broadcasters and so on",https://github.com/conan-io/conan-center-index,,,GPL-2.0-only,
347,gtest,Conan,C/C++,Google's C++ test framework,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
348,gtk,Conan,C/C++,libraries used for creating graphical user interfaces for applications.,https://github.com/conan-io/conan-center-index,,,LGPL-2.1-or-later,
349,gtk-doc-stub,Conan,C/C++,Helper scripts for generating GTK documentation,https://github.com/conan-io/conan-center-index,,,GPL-2.0-or-later,
350,gtsam,Conan,C/C++,GTSAM is a library of C++ classes that implement                    smoothing and mapping (SAM) in robotics and vision,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
351,guetzli,Conan,C/C++,Perceptual JPEG encoder,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
352,gumbo-parser,Conan,C/C++,An HTML5 parsing library in pure C99,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
353,h3,Conan,C/C++,Hexagonal hierarchical geospatial indexing system.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
354,h5pp,Conan,C/C++,A C++17 wrapper for HDF5 with focus on simplicity,https://github.com/conan-io/conan-center-index,,,MIT,
355,half,Conan,C/C++,"C++ header-only library to provide an IEEE 754 conformant 16-bit half-precision floating-point type along with corresponding arithmetic operators, type conversions and common mathematical functions.",https://github.com/conan-io/conan-center-index,,,MIT,
356,hana,Conan,C/C++,Hana is a header-only library for C++ metaprogramming suited for computations on both types and values.,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
357,happly,Conan,C/C++,A C++ header-only parser for the PLY file format. Parse .ply happily!,https://github.com/conan-io/conan-center-index,,,MIT,
358,harfbuzz,Conan,C/C++,HarfBuzz is an OpenType text shaping engine.,https://github.com/conan-io/conan-center-index,,,MIT,
359,hazelcast-cpp-client,Conan,C/C++,C++ client library for Hazelcast in-memory database.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
360,hdf4,Conan,C/C++,"HDF4 is a data model, library, and file format for storing and managing data.",https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
361,hdf5,Conan,C/C++,"HDF5 is a data model, library, and file format for storing and managing data.",https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
362,hdrhistogram-c,Conan,C/C++,'C' port of High Dynamic Range (HDR) Histogram,https://github.com/conan-io/conan-center-index,,,BSD-2-Clause,
363,hedley,Conan,C/C++,A C/C++ header to help move #ifdefs out of your code,https://github.com/conan-io/conan-center-index,,,CC0-1.0,
364,hidapi,Conan,C/C++,"HIDAPI is a multi-platform library which allows an application to interface with USB and Bluetooth HID-Class devices on Windows, Linux, FreeBSD, and macOS.",https://github.com/conan-io/conan-center-index,,,GPL-3-or-later,
366,highway,Conan,C/C++,"Performance-portable, length-agnostic SIMD with runtime dispatch",https://github.com/conan-io/conan-center-index,,,Apache-2.0,
367,hipony-enumerate,Conan,C/C++,C++11 compatible version of enumerate,https://github.com/conan-io/conan-center-index,,,BSL-1.0,
368,hippomocks,Conan,C/C++,Single-header mocking framework.,https://github.com/conan-io/conan-center-index,,,LGPL-2.1,
369,hiredis,Conan,C/C++,Minimalistic C client for Redis >= 1.2,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
370,hlslpp,Conan,C/C++,Header-only Math library using hlsl syntax with SSE/NEON support,https://github.com/conan-io/conan-center-index,,,MIT,
371,http_parser,Conan,C/C++,http request/response parser for c ,https://github.com/conan-io/conan-center-index,,,MIT,
372,huffman,Conan,C/C++,huffman encoder/decoder,https://github.com/conan-io/conan-center-index,,,Unlicense,
373,hyperscan,Conan,C/C++,High-performance regular expression matching library,https://github.com/conan-io/conan-center-index,,,BSD-3-Clause,
374,icecream-cpp,Conan,C/C++,A little library to help with the print debugging on C++11 and forward.,https://github.com/conan-io/conan-center-index,,,MIT,
375,iceoryx,Conan,C/C++,Eclipse iceoryx - true zero-copy inter-process-communication,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
376,icu,Conan,C/C++,"ICU is a mature, widely used set of C/C++ and Java libraries providing Unicode and Globalization support for software applications.",https://github.com/conan-io/conan-center-index,,,ICU,
377,ignition-cmake,Conan,C/C++,A set of CMake modules that are used by the C++-based Ignition projects.,https://github.com/conan-io/conan-center-index,,,Apache-2.0,
378,ignition-math,Conan,C/C++," Math classes and functions for robot applications",https://github.com/conan-io/conan-center-index,,,Apache-2.0,
