pkg_idx,verId:START_ID(Version),pkgId:END_ID(Package),source_name,target_name,source_version,target_version,kind,os_platform
174,280,189,pico_bsp,rp2040_hal,1.1.0,^1,BUILD,
174,281,81,pico_bsp,hal,0.5.0,~0.1,BUILD,
174,281,189,pico_bsp,rp2040_hal,0.5.0,~0.5,BUILD,
174,282,81,pico_bsp,hal,0.7.0,~0.1,BUILD,
174,282,189,pico_bsp,rp2040_hal,0.7.0,~0.7,BUILD,
193,285,40,samd51_hal,cortex_m,0.1.0,^0.1.0,BUILD,
193,285,81,samd51_hal,hal,0.1.0,^0.1.0,BUILD,
193,286,40,samd51_hal,cortex_m,0.3.0,~0.1,BUILD,
193,286,81,samd51_hal,hal,0.3.0,~0.1,BUILD,
193,286,224,samd51_hal,usb_embedded,0.3.0,~0.2,BUILD,
193,286,59,samd51_hal,gnat_arm_elf,0.3.0,^11.2.2,BUILD,
193,287,40,samd51_hal,cortex_m,0.2.0,^0.1.0,BUILD,
193,287,81,samd51_hal,hal,0.2.0,^0.1.0,BUILD,
205,297,104,simple_components,libgnutls,4.42.0,^3.5.8,BUILD,
14,299,108,agpl,libgsl,1.0.0,any,BUILD,
15,304,79,aicwl,gtkada,3.24.1,>=17,BUILD,
17,305,145,anagram,matreshka_league,1.0.0,any,BUILD,
55,314,54,geste_examples,geste,1.0.0,^1.0.0,BUILD,
55,314,194,geste_examples,sdlada,1.0.0,^2.3.1,BUILD,
55,315,54,geste_examples,geste,1.0.1,^1.0.0,BUILD,
55,315,194,geste_examples,sdlada,1.0.1,^2.3.1,BUILD,
20,318,241,are,xmlada,1.1.0,~21.0.0,BUILD,
25,323,24,audio_wavefiles,audio_base,2.0.0,^1.0,BUILD,
159,326,111,mcp2221,libhidapi,1.19965.2,*,BUILD,linux
159,326,125,mcp2221,libusb,1.19965.2,~1.0,BUILD,linux
159,327,111,mcp2221,libhidapi,1.19937.1,~0.8,BUILD,linux
159,327,125,mcp2221,libusb,1.19937.1,~1.0,BUILD,linux
159,328,111,mcp2221,libhidapi,1.19928.2,~0.8,BUILD,linux
159,328,125,mcp2221,libusb,1.19928.2,~1.0,BUILD,linux
159,329,111,mcp2221,libhidapi,1.20220.1,*,BUILD,linux
159,329,125,mcp2221,libusb,1.20220.1,~1.0,BUILD,linux
159,330,111,mcp2221,libhidapi,1.19965.1,*,BUILD,linux
159,330,125,mcp2221,libusb,1.19965.1,~1.0,BUILD,linux
21,341,97,asfml,libcsfml,2.5.2,^2.5,BUILD,
21,342,97,asfml,libcsfml,2.5.1,^2.5,BUILD,
21,343,97,asfml,libcsfml,2.5.0,^2.5,BUILD,
22,344,135,asis,make,2019.0.0,any,BUILD,
22,345,135,asis,make,2018.0.0,any,BUILD,
22,346,135,asis,make,2017.0.0,any,BUILD,
45,347,79,eagle_lander,gtkada,1.2.0,^21,BUILD,
53,348,99,freetypeada,libfreetype,0.1.0,^2,BUILD,linux|windows
89,349,145,jwt,matreshka_league,1.0.0,any,BUILD,
106,373,241,libgpr,xmlada,21.0.0,~21.0.0,BUILD,
106,374,241,libgpr,xmlada,22.0.0,~22.0.0,BUILD,
94,376,93,libadalang_tools,libadalang,22.0.0,22.0.0,BUILD,
93,386,63,libadalang,gnatcoll,22.0.0,^22,BUILD,
93,386,64,libadalang,gnatcoll_gmp,22.0.0,^22,BUILD,
93,386,65,libadalang,gnatcoll_iconv,22.0.0,^22,BUILD,
93,386,92,libadalang,langkit_support,22.0.0,^22,BUILD,
93,387,63,libadalang,gnatcoll,21.0.0,^21,BUILD,
93,387,64,libadalang,gnatcoll_gmp,21.0.0,^21,BUILD,
93,387,65,libadalang,gnatcoll_iconv,21.0.0,^21,BUILD,
93,387,92,libadalang,langkit_support,21.0.0,^21,BUILD,
38,396,0,clic,aaa,0.1.0,~0.2.3,BUILD,
38,396,206,clic,simple_logging,0.1.0,^1.2.0,BUILD,
38,396,18,clic,ansiada,0.1.0,~0.1.0,BUILD,
38,397,0,clic,aaa,0.1.1,~0.2.3,BUILD,
38,397,206,clic,simple_logging,0.1.1,^1.2.0,BUILD,
38,397,18,clic,ansiada,0.1.1,~0.1.0,BUILD,
38,398,0,clic,aaa,0.2.0,~0.2.4,BUILD,
38,398,206,clic,simple_logging,0.2.0,^1.2.0,BUILD,
38,398,18,clic,ansiada,0.2.0,~0.1.0,BUILD,
38,398,5,clic,ada_toml,0.2.0,~0.2.0,BUILD,
92,400,63,langkit_support,gnatcoll,21.0.0,^21,BUILD,
92,400,65,langkit_support,gnatcoll_iconv,21.0.0,^21,BUILD,
92,401,63,langkit_support,gnatcoll,22.0.0,^22,BUILD,
92,401,65,langkit_support,gnatcoll_iconv,22.0.0,^22,BUILD,
91,402,65,lal_highlight,gnatcoll_iconv,21.0.0,^21,BUILD,
91,402,93,lal_highlight,libadalang,21.0.0,^21,BUILD,
186,403,185,rclada_examples,rclada,0.1.0,~0.1.0,BUILD,
185,404,188,rclada,ros2_foxy,0.1.0,*,BUILD,
236,411,225,wikiada,utilada,1.2.0,^2.0.0,BUILD,
187,421,111,remoteio,libhidapi,1.19965.1,*,BUILD,linux
187,421,125,remoteio,libusb,1.19965.1,~1.0,BUILD,linux
187,422,111,remoteio,libhidapi,1.20220.1,*,BUILD,linux
187,422,125,remoteio,libusb,1.20220.1,~1.0,BUILD,linux
187,423,111,remoteio,libhidapi,1.20010.1,*,BUILD,linux
187,423,125,remoteio,libusb,1.20010.1,~1.0,BUILD,linux
187,424,111,remoteio,libhidapi,1.19928.2,~0.8,BUILD,linux
187,424,125,remoteio,libusb,1.19928.2,~1.0,BUILD,linux
187,425,111,remoteio,libhidapi,1.19937.1,~0.8,BUILD,linux
187,425,125,remoteio,libusb,1.19937.1,~1.0,BUILD,linux
187,426,111,remoteio,libhidapi,1.19965.2,*,BUILD,linux
187,426,125,remoteio,libusb,1.19965.2,~1.0,BUILD,linux
219,427,81,tiny_text,hal,1.0.0,*,BUILD,
218,428,241,tiled_code_gen,xmlada,0.1.0,^21.0.0,BUILD,
218,428,19,tiled_code_gen,apdf,0.1.0,^5.0.0,BUILD,
218,428,63,tiled_code_gen,gnatcoll,0.1.0,^21.0.0,BUILD,
189,429,40,rp2040_hal,cortex_m,1.0.0,~0.3,BUILD,
189,429,81,rp2040_hal,hal,1.0.0,~0.1,BUILD,
189,429,224,rp2040_hal,usb_embedded,1.0.0,~0.2,BUILD,
189,429,59,rp2040_hal,gnat_arm_elf,1.0.0,~11.2,BUILD,
189,430,40,rp2040_hal,cortex_m,0.2.1,~0.3,BUILD,
189,430,81,rp2040_hal,hal,0.2.1,~0.1,BUILD,
189,431,40,rp2040_hal,cortex_m,0.4.0,~0.3,BUILD,
189,431,81,rp2040_hal,hal,0.4.0,~0.1,BUILD,
189,432,40,rp2040_hal,cortex_m,0.6.0,~0.3,BUILD,
189,432,81,rp2040_hal,hal,0.6.0,~0.1,BUILD,
189,433,40,rp2040_hal,cortex_m,1.1.0,~0.3,BUILD,
189,433,81,rp2040_hal,hal,1.1.0,~0.1,BUILD,
189,433,224,rp2040_hal,usb_embedded,1.1.0,~0.2,BUILD,
189,433,59,rp2040_hal,gnat_arm_elf,1.1.0,^11.2,BUILD,
189,434,40,rp2040_hal,cortex_m,0.5.0,~0.3,BUILD,
189,434,81,rp2040_hal,hal,0.5.0,~0.1,BUILD,
189,435,40,rp2040_hal,cortex_m,0.7.0,~0.3,BUILD,
189,435,81,rp2040_hal,hal,0.7.0,~0.1,BUILD,
189,435,224,rp2040_hal,usb_embedded,0.7.0,~0.2,BUILD,
189,435,59,rp2040_hal,gnat_arm_elf,0.7.0,~11.2,BUILD,
